时间s,最坏视线距离m,是否被遮
14.041,1385.3966,0
14.042,1385.6963,0
14.043,1385.9960,0
14.044,1386.2957,0
14.045,1386.5954,0
14.046,1386.8951,0
14.047,1387.1949,0
14.048,1387.4946,0
14.049,1387.7943,0
14.050,1388.0940,0
14.051,1388.3937,0
14.052,1388.6934,0
14.053,1388.9931,0
14.054,1389.2929,0
14.055,1389.5926,0
14.056,1389.8923,0
14.057,1390.1920,0
14.058,1390.4917,0
14.059,1390.7914,0
14.060,1391.0911,0
14.061,1391.3909,0
14.062,1391.6906,0
14.063,1391.9903,0
14.064,1392.2900,0
14.065,1392.5897,0
14.066,1392.8894,0
14.067,1393.1892,0
14.068,1393.4889,0
14.069,1393.7886,0
14.070,1394.0883,0
14.071,1394.3880,0
14.072,1394.6877,0
14.073,1394.9874,0
14.074,1395.2872,0
14.075,1395.5869,0
14.076,1395.8866,0
14.077,1396.1863,0
14.078,1396.4860,0
14.079,1396.7857,0
14.080,1397.0854,0
14.081,1397.3852,0
14.082,1397.6849,0
14.083,1397.9846,0
14.084,1398.2843,0
14.085,1398.5840,0
14.086,1398.8837,0
14.087,1399.1834,0
14.088,1399.4832,0
14.089,1399.7829,0
14.090,1400.0826,0
14.091,1400.3823,0
14.092,1400.6820,0
14.093,1400.9817,0
14.094,1401.2814,0
14.095,1401.5812,0
14.096,1401.8809,0
14.097,1402.1806,0
14.098,1402.4803,0
14.099,1402.7800,0
14.100,1403.0797,0
14.101,1403.3795,0
14.102,1403.6792,0
14.103,1403.9789,0
14.104,1404.2786,0
14.105,1404.5783,0
14.106,1404.8780,0
14.107,1405.1777,0
14.108,1405.4775,0
14.109,1405.7772,0
14.110,1406.0769,0
14.111,1406.3766,0
14.112,1406.6763,0
14.113,1406.9760,0
14.114,1407.2757,0
14.115,1407.5755,0
14.116,1407.8752,0
14.117,1408.1749,0
14.118,1408.4746,0
14.119,1408.7743,0
14.120,1409.0740,0
14.121,1409.3737,0
14.122,1409.6735,0
14.123,1409.9732,0
14.124,1410.2729,0
14.125,1410.5726,0
14.126,1410.8723,0
14.127,1411.1720,0
14.128,1411.4717,0
14.129,1411.7715,0
14.130,1412.0712,0
14.131,1412.3709,0
14.132,1412.6706,0
14.133,1412.9703,0
14.134,1413.2700,0
14.135,1413.5697,0
14.136,1413.8695,0
14.137,1414.1692,0
14.138,1414.4689,0
14.139,1414.7686,0
14.140,1415.0683,0
14.141,1415.3680,0
14.142,1415.6678,0
14.143,1415.9675,0
14.144,1416.2672,0
14.145,1416.5669,0
14.146,1416.8666,0
14.147,1417.1663,0
14.148,1417.4660,0
14.149,1417.7658,0
14.150,1418.0655,0
14.151,1418.3652,0
14.152,1418.6649,0
14.153,1418.9646,0
14.154,1419.2643,0
14.155,1419.5640,0
14.156,1419.8638,0
14.157,1420.1635,0
14.158,1420.4632,0
14.159,1420.7629,0
14.160,1421.0626,0
14.161,1421.3623,0
14.162,1421.6620,0
14.163,1421.9618,0
14.164,1422.2615,0
14.165,1422.5612,0
14.166,1422.8609,0
14.167,1423.1606,0
14.168,1423.4603,0
14.169,1423.7600,0
14.170,1424.0598,0
14.171,1424.3595,0
14.172,1424.6592,0
14.173,1424.9589,0
14.174,1425.2586,0
14.175,1425.5583,0
14.176,1425.8581,0
14.177,1426.1578,0
14.178,1426.4575,0
14.179,1426.7572,0
14.180,1427.0569,0
14.181,1427.3566,0
14.182,1427.6563,0
14.183,1427.9561,0
14.184,1428.2558,0
14.185,1428.5555,0
14.186,1428.8552,0
14.187,1429.1549,0
14.188,1429.4546,0
14.189,1429.7543,0
14.190,1430.0541,0
14.191,1430.3538,0
14.192,1430.6535,0
14.193,1430.9532,0
14.194,1431.2529,0
14.195,1431.5526,0
14.196,1431.8523,0
14.197,1432.1521,0
14.198,1432.4518,0
14.199,1432.7515,0
14.200,1433.0512,0
14.201,1433.3509,0
14.202,1433.6506,0
14.203,1433.9503,0
14.204,1434.2501,0
14.205,1434.5498,0
14.206,1434.8495,0
14.207,1435.1492,0
14.208,1435.4489,0
14.209,1435.7486,0
14.210,1436.0484,0
14.211,1436.3481,0
14.212,1436.6478,0
14.213,1436.9475,0
14.214,1437.2472,0
14.215,1437.5469,0
14.216,1437.8466,0
14.217,1438.1464,0
14.218,1438.4461,0
14.219,1438.7458,0
14.220,1439.0455,0
14.221,1439.3452,0
14.222,1439.6449,0
14.223,1439.9446,0
14.224,1440.2444,0
14.225,1440.5441,0
14.226,1440.8438,0
14.227,1441.1435,0
14.228,1441.4432,0
14.229,1441.7429,0
14.230,1442.0426,0
14.231,1442.3424,0
14.232,1442.6421,0
14.233,1442.9418,0
14.234,1443.2415,0
14.235,1443.5412,0
14.236,1443.8409,0
14.237,1444.1407,0
14.238,1444.4404,0
14.239,1444.7401,0
14.240,1445.0398,0
14.241,1445.3395,0
14.242,1445.6392,0
14.243,1445.9389,0
14.244,1446.2387,0
14.245,1446.5384,0
14.246,1446.8381,0
14.247,1447.1378,0
14.248,1447.4375,0
14.249,1447.7372,0
14.250,1448.0369,0
14.251,1448.3367,0
14.252,1448.6364,0
14.253,1448.9361,0
14.254,1449.2358,0
14.255,1449.5355,0
14.256,1449.8352,0
14.257,1450.1349,0
14.258,1450.4347,0
14.259,1450.7344,0
14.260,1451.0341,0
14.261,1451.3338,0
14.262,1451.6335,0
14.263,1451.9332,0
14.264,1452.2329,0
14.265,1452.5327,0
14.266,1452.8324,0
14.267,1453.1321,0
14.268,1453.4318,0
14.269,1453.7315,0
14.270,1454.0312,0
14.271,1454.3310,0
14.272,1454.6307,0
14.273,1454.9304,0
14.274,1455.2301,0
14.275,1455.5298,0
14.276,1455.8295,0
14.277,1456.1292,0
14.278,1456.4290,0
14.279,1456.7287,0
14.280,1457.0284,0
14.281,1457.3281,0
14.282,1457.6278,0
14.283,1457.9275,0
14.284,1458.2272,0
14.285,1458.5270,0
14.286,1458.8267,0
14.287,1459.1264,0
14.288,1459.4261,0
14.289,1459.7258,0
14.290,1460.0255,0
14.291,1460.3252,0
14.292,1460.6250,0
14.293,1460.9247,0
14.294,1461.2244,0
14.295,1461.5241,0
14.296,1461.8238,0
14.297,1462.1235,0
14.298,1462.4233,0
14.299,1462.7230,0
14.300,1463.0227,0
14.301,1463.3224,0
14.302,1463.6221,0
14.303,1463.9218,0
14.304,1464.2215,0
14.305,1464.5213,0
14.306,1464.8210,0
14.307,1465.1207,0
14.308,1465.4204,0
14.309,1465.7201,0
14.310,1466.0198,0
14.311,1466.3195,0
14.312,1466.6193,0
14.313,1466.9190,0
14.314,1467.2187,0
14.315,1467.5184,0
14.316,1467.8181,0
14.317,1468.1178,0
14.318,1468.4175,0
14.319,1468.7173,0
14.320,1469.0170,0
14.321,1469.3167,0
14.322,1469.6164,0
14.323,1469.9161,0
14.324,1470.2158,0
14.325,1470.5156,0
14.326,1470.8153,0
14.327,1471.1150,0
14.328,1471.4147,0
14.329,1471.7144,0
14.330,1472.0141,0
14.331,1472.3138,0
14.332,1472.6136,0
14.333,1472.9133,0
14.334,1473.2130,0
14.335,1473.5127,0
14.336,1473.8124,0
14.337,1474.1121,0
14.338,1474.4118,0
14.339,1474.7116,0
14.340,1475.0113,0
14.341,1475.3110,0
14.342,1475.6107,0
14.343,1475.9104,0
14.344,1476.2101,0
14.345,1476.5098,0
14.346,1476.8096,0
14.347,1477.1093,0
14.348,1477.4090,0
14.349,1477.7087,0
14.350,1478.0084,0
14.351,1478.3081,0
14.352,1478.6079,0
14.353,1478.9076,0
14.354,1479.2073,0
14.355,1479.5070,0
14.356,1479.8067,0
14.357,1480.1064,0
14.358,1480.4061,0
14.359,1480.7059,0
14.360,1481.0056,0
14.361,1481.3053,0
14.362,1481.6050,0
14.363,1481.9047,0
14.364,1482.2044,0
14.365,1482.5041,0
14.366,1482.8039,0
14.367,1483.1036,0
14.368,1483.4033,0
14.369,1483.7030,0
14.370,1484.0027,0
14.371,1484.3024,0
14.372,1484.6021,0
14.373,1484.9019,0
14.374,1485.2016,0
14.375,1485.5013,0
14.376,1485.8010,0
14.377,1486.1007,0
14.378,1486.4004,0
14.379,1486.7002,0
14.380,1486.9999,0
14.381,1487.2996,0
14.382,1487.5993,0
14.383,1487.8990,0
14.384,1488.1987,0
14.385,1488.4984,0
14.386,1488.7982,0
14.387,1489.0979,0
14.388,1489.3976,0
14.389,1489.6973,0
14.390,1489.9970,0
14.391,1490.2967,0
14.392,1490.5964,0
14.393,1490.8962,0
14.394,1491.1959,0
14.395,1491.4956,0
14.396,1491.7953,0
14.397,1492.0950,0
14.398,1492.3947,0
14.399,1492.6944,0
14.400,1492.9942,0
14.401,1493.2939,0
14.402,1493.5936,0
14.403,1493.8933,0
14.404,1494.1930,0
14.405,1494.4927,0
14.406,1494.7925,0
14.407,1495.0922,0
14.408,1495.3919,0
14.409,1495.6916,0
14.410,1495.9913,0
14.411,1496.2910,0
14.412,1496.5907,0
14.413,1496.8905,0
14.414,1497.1902,0
14.415,1497.4899,0
14.416,1497.7896,0
14.417,1498.0893,0
14.418,1498.3890,0
14.419,1498.6887,0
14.420,1498.9885,0
14.421,1499.2882,0
14.422,1499.5879,0
14.423,1499.8876,0
14.424,1500.1873,0
14.425,1500.4870,0
14.426,1500.7868,0
14.427,1501.0865,0
14.428,1501.3862,0
14.429,1501.6859,0
14.430,1501.9856,0
14.431,1502.2853,0
14.432,1502.5850,0
14.433,1502.8848,0
14.434,1503.1845,0
14.435,1503.4842,0
14.436,1503.7839,0
14.437,1504.0836,0
14.438,1504.3833,0
14.439,1504.6830,0
14.440,1504.9828,0
14.441,1505.2825,0
14.442,1505.5822,0
14.443,1505.8819,0
14.444,1506.1816,0
14.445,1506.4813,0
14.446,1506.7810,0
14.447,1507.0808,0
14.448,1507.3805,0
14.449,1507.6802,0
14.450,1507.9799,0
14.451,1508.2796,0
14.452,1508.5793,0
14.453,1508.8791,0
14.454,1509.1788,0
14.455,1509.4785,0
14.456,1509.7782,0
14.457,1510.0779,0
14.458,1510.3776,0
14.459,1510.6773,0
14.460,1510.9771,0
14.461,1511.2768,0
14.462,1511.5765,0
14.463,1511.8762,0
14.464,1512.1759,0
14.465,1512.4756,0
14.466,1512.7753,0
14.467,1513.0751,0
14.468,1513.3748,0
14.469,1513.6745,0
14.470,1513.9742,0
14.471,1514.2739,0
14.472,1514.5736,0
14.473,1514.8734,0
14.474,1515.1731,0
14.475,1515.4728,0
14.476,1515.7725,0
14.477,1516.0722,0
14.478,1516.3719,0
14.479,1516.6716,0
14.480,1516.9714,0
14.481,1517.2711,0
14.482,1517.5708,0
14.483,1517.8705,0
14.484,1518.1702,0
14.485,1518.4699,0
14.486,1518.7696,0
14.487,1519.0694,0
14.488,1519.3691,0
14.489,1519.6688,0
14.490,1519.9685,0
14.491,1520.2682,0
14.492,1520.5679,0
14.493,1520.8676,0
14.494,1521.1674,0
14.495,1521.4671,0
14.496,1521.7668,0
14.497,1522.0665,0
14.498,1522.3662,0
14.499,1522.6659,0
14.500,1522.9657,0
14.501,1523.2654,0
14.502,1523.5651,0
14.503,1523.8648,0
14.504,1524.1645,0
14.505,1524.4642,0
14.506,1524.7639,0
14.507,1525.0637,0
14.508,1525.3634,0
14.509,1525.6631,0
14.510,1525.9628,0
14.511,1526.2625,0
14.512,1526.5622,0
14.513,1526.8619,0
14.514,1527.1617,0
14.515,1527.4614,0
14.516,1527.7611,0
14.517,1528.0608,0
14.518,1528.3605,0
14.519,1528.6602,0
14.520,1528.9600,0
14.521,1529.2597,0
14.522,1529.5594,0
14.523,1529.8591,0
14.524,1530.1588,0
14.525,1530.4585,0
14.526,1530.7582,0
14.527,1531.0580,0
14.528,1531.3577,0
14.529,1531.6574,0
14.530,1531.9571,0
14.531,1532.2568,0
14.532,1532.5565,0
14.533,1532.8562,0
14.534,1533.1560,0
14.535,1533.4557,0
14.536,1533.7554,0
14.537,1534.0551,0
14.538,1534.3548,0
14.539,1534.6545,0
14.540,1534.9543,0
14.541,1535.2540,0
14.542,1535.5537,0
14.543,1535.8534,0
14.544,1536.1531,0
14.545,1536.4528,0
14.546,1536.7525,0
14.547,1537.0523,0
14.548,1537.3520,0
14.549,1537.6517,0
14.550,1537.9514,0
14.551,1538.2511,0
14.552,1538.5508,0
14.553,1538.8505,0
14.554,1539.1503,0
14.555,1539.4500,0
14.556,1539.7497,0
14.557,1540.0494,0
14.558,1540.3491,0
14.559,1540.6488,0
14.560,1540.9485,0
14.561,1541.2483,0
14.562,1541.5480,0
14.563,1541.8477,0
14.564,1542.1474,0
14.565,1542.4471,0
14.566,1542.7468,0
14.567,1543.0466,0
14.568,1543.3463,0
14.569,1543.6460,0
14.570,1543.9457,0
14.571,1544.2454,0
14.572,1544.5451,0
14.573,1544.8448,0
14.574,1545.1446,0
14.575,1545.4443,0
14.576,1545.7440,0
14.577,1546.0437,0
14.578,1546.3434,0
14.579,1546.6431,0
14.580,1546.9428,0
14.581,1547.2426,0
14.582,1547.5423,0
14.583,1547.8420,0
14.584,1548.1417,0
14.585,1548.4414,0
14.586,1548.7411,0
14.587,1549.0409,0
14.588,1549.3406,0
14.589,1549.6403,0
14.590,1549.9400,0
14.591,1550.2397,0
14.592,1550.5394,0
14.593,1550.8391,0
14.594,1551.1389,0
14.595,1551.4386,0
14.596,1551.7383,0
14.597,1552.0380,0
14.598,1552.3377,0
14.599,1552.6374,0
14.600,1552.9371,0
14.601,1553.2369,0
14.602,1553.5366,0
14.603,1553.8363,0
14.604,1554.1360,0
14.605,1554.4357,0
14.606,1554.7354,0
14.607,1555.0352,0
14.608,1555.3349,0
14.609,1555.6346,0
14.610,1555.9343,0
14.611,1556.2340,0
14.612,1556.5337,0
14.613,1556.8334,0
14.614,1557.1332,0
14.615,1557.4329,0
14.616,1557.7326,0
14.617,1558.0323,0
14.618,1558.3320,0
14.619,1558.6317,0
14.620,1558.9314,0
14.621,1559.2312,0
14.622,1559.5309,0
14.623,1559.8306,0
14.624,1560.1303,0
14.625,1560.4300,0
14.626,1560.7297,0
14.627,1561.0295,0
14.628,1561.3292,0
14.629,1561.6289,0
14.630,1561.9286,0
14.631,1562.2283,0
14.632,1562.5280,0
14.633,1562.8277,0
14.634,1563.1275,0
14.635,1563.4272,0
14.636,1563.7269,0
14.637,1564.0266,0
14.638,1564.3263,0
14.639,1564.6260,0
14.640,1564.9257,0
14.641,1565.2255,0
14.642,1565.5252,0
14.643,1565.8249,0
14.644,1566.1246,0
14.645,1566.4243,0
14.646,1566.7240,0
14.647,1567.0238,0
14.648,1567.3235,0
14.649,1567.6232,0
14.650,1567.9229,0
14.651,1568.2226,0
14.652,1568.5223,0
14.653,1568.8220,0
14.654,1569.1218,0
14.655,1569.4215,0
14.656,1569.7212,0
14.657,1570.0209,0
14.658,1570.3206,0
14.659,1570.6203,0
14.660,1570.9200,0
14.661,1571.2198,0
14.662,1571.5195,0
14.663,1571.8192,0
14.664,1572.1189,0
14.665,1572.4186,0
14.666,1572.7183,0
14.667,1573.0181,0
14.668,1573.3178,0
14.669,1573.6175,0
14.670,1573.9172,0
14.671,1574.2169,0
14.672,1574.5166,0
14.673,1574.8163,0
14.674,1575.1161,0
14.675,1575.4158,0
14.676,1575.7155,0
14.677,1576.0152,0
14.678,1576.3149,0
14.679,1576.6146,0
14.680,1576.9143,0
14.681,1577.2141,0
14.682,1577.5138,0
14.683,1577.8135,0
14.684,1578.1132,0
14.685,1578.4129,0
14.686,1578.7126,0
14.687,1579.0124,0
14.688,1579.3121,0
14.689,1579.6118,0
14.690,1579.9115,0
14.691,1580.2112,0
14.692,1580.5109,0
14.693,1580.8106,0
14.694,1581.1104,0
14.695,1581.4101,0
14.696,1581.7098,0
14.697,1582.0095,0
14.698,1582.3092,0
14.699,1582.6089,0
14.700,1582.9086,0
14.701,1583.2084,0
14.702,1583.5081,0
14.703,1583.8078,0
14.704,1584.1075,0
14.705,1584.4072,0
14.706,1584.7069,0
14.707,1585.0067,0
14.708,1585.3064,0
14.709,1585.6061,0
14.710,1585.9058,0
14.711,1586.2055,0
14.712,1586.5052,0
14.713,1586.8049,0
14.714,1587.1047,0
14.715,1587.4044,0
14.716,1587.7041,0
14.717,1588.0038,0
14.718,1588.3035,0
14.719,1588.6032,0
14.720,1588.9029,0
14.721,1589.2027,0
14.722,1589.5024,0
14.723,1589.8021,0
14.724,1590.1018,0
14.725,1590.4015,0
14.726,1590.7012,0
14.727,1591.0010,0
14.728,1591.3007,0
14.729,1591.6004,0
14.730,1591.9001,0
14.731,1592.1998,0
14.732,1592.4995,0
14.733,1592.7992,0
14.734,1593.0990,0
14.735,1593.3987,0
14.736,1593.6984,0
14.737,1593.9981,0
14.738,1594.2978,0
14.739,1594.5975,0
14.740,1594.8972,0
14.741,1595.1970,0
14.742,1595.4967,0
14.743,1595.7964,0
14.744,1596.0961,0
14.745,1596.3958,0
14.746,1596.6955,0
14.747,1596.9953,0
14.748,1597.2950,0
14.749,1597.5947,0
14.750,1597.8944,0
14.751,1598.1941,0
14.752,1598.4938,0
14.753,1598.7935,0
14.754,1599.0933,0
14.755,1599.3930,0
14.756,1599.6927,0
14.757,1599.9924,0
14.758,1600.2921,0
14.759,1600.5918,0
14.760,1600.8916,0
14.761,1601.1913,0
14.762,1601.4910,0
14.763,1601.7907,0
14.764,1602.0904,0
14.765,1602.3901,0
14.766,1602.6898,0
14.767,1602.9896,0
14.768,1603.2893,0
14.769,1603.5890,0
14.770,1603.8887,0
14.771,1604.1884,0
14.772,1604.4881,0
14.773,1604.7878,0
14.774,1605.0876,0
14.775,1605.3873,0
14.776,1605.6870,0
14.777,1605.9867,0
14.778,1606.2864,0
14.779,1606.5861,0
14.780,1606.8859,0
14.781,1607.1856,0
14.782,1607.4853,0
14.783,1607.7850,0
14.784,1608.0847,0
14.785,1608.3844,0
14.786,1608.6841,0
14.787,1608.9839,0
14.788,1609.2836,0
14.789,1609.5833,0
14.790,1609.8830,0
14.791,1610.1827,0
14.792,1610.4824,0
14.793,1610.7821,0
14.794,1611.0819,0
14.795,1611.3816,0
14.796,1611.6813,0
14.797,1611.9810,0
14.798,1612.2807,0
14.799,1612.5804,0
14.800,1612.8802,0
14.801,1613.1799,0
14.802,1613.4796,0
14.803,1613.7793,0
14.804,1614.0790,0
14.805,1614.3787,0
14.806,1614.6784,0
14.807,1614.9782,0
14.808,1615.2779,0
14.809,1615.5776,0
14.810,1615.8773,0
14.811,1616.1770,0
14.812,1616.4767,0
14.813,1616.7764,0
14.814,1617.0762,0
14.815,1617.3759,0
14.816,1617.6756,0
14.817,1617.9753,0
14.818,1618.2750,0
14.819,1618.5747,0
14.820,1618.8745,0
14.821,1619.1742,0
14.822,1619.4739,0
14.823,1619.7736,0
14.824,1620.0733,0
14.825,1620.3730,0
14.826,1620.6727,0
14.827,1620.9725,0
14.828,1621.2722,0
14.829,1621.5719,0
14.830,1621.8716,0
14.831,1622.1713,0
14.832,1622.4710,0
14.833,1622.7708,0
14.834,1623.0705,0
14.835,1623.3702,0
14.836,1623.6699,0
14.837,1623.9696,0
14.838,1624.2693,0
14.839,1624.5690,0
14.840,1624.8688,0
14.841,1625.1685,0
14.842,1625.4682,0
14.843,1625.7679,0
14.844,1626.0676,0
14.845,1626.3673,0
14.846,1626.6670,0
14.847,1626.9668,0
14.848,1627.2665,0
14.849,1627.5662,0
14.850,1627.8659,0
14.851,1628.1656,0
14.852,1628.4653,0
14.853,1628.7651,0
14.854,1629.0648,0
14.855,1629.3645,0
14.856,1629.6642,0
14.857,1629.9639,0
14.858,1630.2636,0
14.859,1630.5633,0
14.860,1630.8631,0
14.861,1631.1628,0
14.862,1631.4625,0
14.863,1631.7622,0
14.864,1632.0619,0
14.865,1632.3616,0
14.866,1632.6613,0
14.867,1632.9611,0
14.868,1633.2608,0
14.869,1633.5605,0
14.870,1633.8602,0
14.871,1634.1599,0
14.872,1634.4596,0
14.873,1634.7594,0
14.874,1635.0591,0
14.875,1635.3588,0
14.876,1635.6585,0
14.877,1635.9582,0
14.878,1636.2579,0
14.879,1636.5576,0
14.880,1636.8574,0
14.881,1637.1571,0
14.882,1637.4568,0
14.883,1637.7565,0
14.884,1638.0562,0
14.885,1638.3559,0
14.886,1638.6557,0
14.887,1638.9554,0
14.888,1639.2551,0
14.889,1639.5548,0
14.890,1639.8545,0
14.891,1640.1542,0
14.892,1640.4539,0
14.893,1640.7537,0
14.894,1641.0534,0
14.895,1641.3531,0
14.896,1641.6528,0
14.897,1641.9525,0
14.898,1642.2522,0
14.899,1642.5519,0
14.900,1642.8517,0
14.901,1643.1514,0
14.902,1643.4511,0
14.903,1643.7508,0
14.904,1644.0505,0
14.905,1644.3502,0
14.906,1644.6500,0
14.907,1644.9497,0
14.908,1645.2494,0
14.909,1645.5491,0
14.910,1645.8488,0
14.911,1646.1485,0
14.912,1646.4482,0
14.913,1646.7480,0
14.914,1647.0477,0
14.915,1647.3474,0
14.916,1647.6471,0
14.917,1647.9468,0
14.918,1648.2465,0
14.919,1648.5462,0
14.920,1648.8460,0
14.921,1649.1457,0
14.922,1649.4454,0
14.923,1649.7451,0
14.924,1650.0448,0
14.925,1650.3445,0
14.926,1650.6443,0
14.927,1650.9440,0
14.928,1651.2437,0
14.929,1651.5434,0
14.930,1651.8431,0
14.931,1652.1428,0
14.932,1652.4425,0
14.933,1652.7423,0
14.934,1653.0420,0
14.935,1653.3417,0
14.936,1653.6414,0
14.937,1653.9411,0
14.938,1654.2408,0
14.939,1654.5406,0
14.940,1654.8403,0
14.941,1655.1400,0
14.942,1655.4397,0
14.943,1655.7394,0
14.944,1656.0391,0
14.945,1656.3388,0
14.946,1656.6386,0
14.947,1656.9383,0
14.948,1657.2380,0
14.949,1657.5377,0
14.950,1657.8374,0
14.951,1658.1371,0
14.952,1658.4368,0
14.953,1658.7366,0
14.954,1659.0363,0
14.955,1659.3360,0
14.956,1659.6357,0
14.957,1659.9354,0
14.958,1660.2351,0
14.959,1660.5349,0
14.960,1660.8346,0
14.961,1661.1343,0
14.962,1661.4340,0
14.963,1661.7337,0
14.964,1662.0334,0
14.965,1662.3331,0
14.966,1662.6329,0
14.967,1662.9326,0
14.968,1663.2323,0
14.969,1663.5320,0
14.970,1663.8317,0
14.971,1664.1314,0
14.972,1664.4312,0
14.973,1664.7309,0
14.974,1665.0306,0
14.975,1665.3303,0
14.976,1665.6300,0
14.977,1665.9297,0
14.978,1666.2294,0
14.979,1666.5292,0
14.980,1666.8289,0
14.981,1667.1286,0
14.982,1667.4283,0
14.983,1667.7280,0
14.984,1668.0277,0
14.985,1668.3274,0
14.986,1668.6272,0
14.987,1668.9269,0
14.988,1669.2266,0
14.989,1669.5263,0
14.990,1669.8260,0
14.991,1670.1257,0
14.992,1670.4255,0
14.993,1670.7252,0
14.994,1671.0249,0
14.995,1671.3246,0
14.996,1671.6243,0
14.997,1671.9240,0
14.998,1672.2237,0
14.999,1672.5235,0
15.000,1672.8232,0
15.001,1673.1229,0
15.002,1673.4226,0
15.003,1673.7223,0
15.004,1674.0220,0
15.005,1674.3218,0
15.006,1674.6215,0
15.007,1674.9212,0
15.008,1675.2209,0
15.009,1675.5206,0
15.010,1675.8203,0
15.011,1676.1200,0
15.012,1676.4198,0
15.013,1676.7195,0
15.014,1677.0192,0
15.015,1677.3189,0
15.016,1677.6186,0
15.017,1677.9183,0
15.018,1678.2180,0
15.019,1678.5178,0
15.020,1678.8175,0
15.021,1679.1172,0
15.022,1679.4169,0
15.023,1679.7166,0
15.024,1680.0163,0
15.025,1680.3161,0
15.026,1680.6158,0
15.027,1680.9155,0
15.028,1681.2152,0
15.029,1681.5149,0
15.030,1681.8146,0
15.031,1682.1143,0
15.032,1682.4141,0
15.033,1682.7138,0
15.034,1683.0135,0
15.035,1683.3132,0
15.036,1683.6129,0
15.037,1683.9126,0
15.038,1684.2124,0
15.039,1684.5121,0
15.040,1684.8118,0
15.041,1685.1115,0
15.042,1685.4112,0
15.043,1685.7109,0
15.044,1686.0106,0
15.045,1686.3104,0
15.046,1686.6101,0
15.047,1686.9098,0
15.048,1687.2095,0
15.049,1687.5092,0
15.050,1687.8089,0
15.051,1688.1087,0
15.052,1688.4084,0
15.053,1688.7081,0
15.054,1689.0078,0
15.055,1689.3075,0
15.056,1689.6072,0
15.057,1689.9069,0
15.058,1690.2067,0
15.059,1690.5064,0
15.060,1690.8061,0
15.061,1691.1058,0
15.062,1691.4055,0
15.063,1691.7052,0
15.064,1692.0049,0
15.065,1692.3047,0
15.066,1692.6044,0
15.067,1692.9041,0
15.068,1693.2038,0
15.069,1693.5035,0
15.070,1693.8032,0
15.071,1694.1030,0
15.072,1694.4027,0
15.073,1694.7024,0
15.074,1695.0021,0
15.075,1695.3018,0
15.076,1695.6015,0
15.077,1695.9012,0
15.078,1696.2010,0
15.079,1696.5007,0
15.080,1696.8004,0
15.081,1697.1001,0
15.082,1697.3998,0
15.083,1697.6995,0
15.084,1697.9993,0
15.085,1698.2990,0
15.086,1698.5987,0
15.087,1698.8984,0
15.088,1699.1981,0
15.089,1699.4978,0
15.090,1699.7975,0
15.091,1700.0973,0
15.092,1700.3970,0
15.093,1700.6967,0
15.094,1700.9964,0
15.095,1701.2961,0
15.096,1701.5958,0
15.097,1701.8955,0
15.098,1702.1953,0
15.099,1702.4950,0
15.100,1702.7947,0
15.101,1703.0944,0
15.102,1703.3941,0
15.103,1703.6938,0
15.104,1703.9936,0
15.105,1704.2933,0
15.106,1704.5930,0
15.107,1704.8927,0
15.108,1705.1924,0
15.109,1705.4921,0
15.110,1705.7918,0
15.111,1706.0916,0
15.112,1706.3913,0
15.113,1706.6910,0
15.114,1706.9907,0
15.115,1707.2904,0
15.116,1707.5901,0
15.117,1707.8899,0
15.118,1708.1896,0
15.119,1708.4893,0
15.120,1708.7890,0
15.121,1709.0887,0
15.122,1709.3884,0
15.123,1709.6881,0
15.124,1709.9879,0
15.125,1710.2876,0
15.126,1710.5873,0
15.127,1710.8870,0
15.128,1711.1867,0
15.129,1711.4864,0
15.130,1711.7862,0
15.131,1712.0859,0
15.132,1712.3856,0
15.133,1712.6853,0
15.134,1712.9850,0
15.135,1713.2847,0
15.136,1713.5844,0
15.137,1713.8842,0
15.138,1714.1839,0
15.139,1714.4836,0
15.140,1714.7833,0
15.141,1715.0830,0
15.142,1715.3827,0
15.143,1715.6824,0
15.144,1715.9822,0
15.145,1716.2819,0
15.146,1716.5816,0
15.147,1716.8813,0
15.148,1717.1810,0
15.149,1717.4807,0
15.150,1717.7805,0
15.151,1718.0802,0
15.152,1718.3799,0
15.153,1718.6796,0
15.154,1718.9793,0
15.155,1719.2790,0
15.156,1719.5787,0
15.157,1719.8785,0
15.158,1720.1782,0
15.159,1720.4779,0
15.160,1720.7776,0
15.161,1721.0773,0
15.162,1721.3770,0
15.163,1721.6768,0
15.164,1721.9765,0
15.165,1722.2762,0
15.166,1722.5759,0
15.167,1722.8756,0
15.168,1723.1753,0
15.169,1723.4750,0
15.170,1723.7748,0
15.171,1724.0745,0
15.172,1724.3742,0
15.173,1724.6739,0
15.174,1724.9736,0
15.175,1725.2733,0
15.176,1725.5731,0
15.177,1725.8728,0
15.178,1726.1725,0
15.179,1726.4722,0
15.180,1726.7719,0
15.181,1727.0716,0
15.182,1727.3713,0
15.183,1727.6711,0
15.184,1727.9708,0
15.185,1728.2705,0
15.186,1728.5702,0
15.187,1728.8699,0
15.188,1729.1696,0
15.189,1729.4693,0
15.190,1729.7691,0
15.191,1730.0688,0
15.192,1730.3685,0
15.193,1730.6682,0
15.194,1730.9679,0
15.195,1731.2676,0
15.196,1731.5674,0
15.197,1731.8671,0
15.198,1732.1668,0
15.199,1732.4665,0
15.200,1732.7662,0
15.201,1733.0659,0
15.202,1733.3656,0
15.203,1733.6654,0
15.204,1733.9651,0
15.205,1734.2648,0
